"path","closure","backup_sha256","recovered_sha256","curated_after_recovery","sensitive_content_review","notes"
"wiki/account-progression-baseline-and-velocity-loop.md","recovered","ad0420c6512f96c8af0ccbf3d0e0e87e42800c7768961c0b5eb4b59c2b0cf6e8","ad0420c6512f96c8af0ccbf3d0e0e87e42800c7768961c0b5eb4b59c2b0cf6e8","false","passed","Recovered byte-identically from verified backup."
"wiki/account-specific-evidence-brief-workflow.md","recovered","fe3a50c6c80283ae456d640dea3088e7e57bd096a4ad9596c286ab8841f3b31f","fe3a50c6c80283ae456d640dea3088e7e57bd096a4ad9596c286ab8841f3b31f","false","passed","Recovered byte-identically from verified backup."
"wiki/agent-skill-design.md","recovered","6d1b4317ac347d8f78895046574bdaba6d026fa06757d6344c85aa6245d532bd","6d1b4317ac347d8f78895046574bdaba6d026fa06757d6344c85aa6245d532bd","false","passed","Recovered byte-identically from verified backup."
"wiki/ai-assisted-messaging-calibration-workflow.md","recovered","faa964a3b53bc3d5cd73e23464e0012f50feea482af1e307f3160c24a8d97ddd","faa964a3b53bc3d5cd73e23464e0012f50feea482af1e307f3160c24a8d97ddd","false","passed","Recovered byte-identically from verified backup."
"wiki/ai-automation-foundation-and-separation-gate.md","recovered","fe14e2682267c7b44cc6b24cf13a05d3d0c2e96438f250e1f509898dc2bec974","fe14e2682267c7b44cc6b24cf13a05d3d0c2e96438f250e1f509898dc2bec974","false","passed","Recovered byte-identically from verified backup."
"wiki/ai-marketing-workflow-assurance.md","recovered","52cb086d87c5c6f0404e26b119f0eca07d02a4cb237d46123055713afc91ff52","52cb086d87c5c6f0404e26b119f0eca07d02a4cb237d46123055713afc91ff52","false","passed","Recovered byte-identically from verified backup."
"wiki/ai-mediated-discovery-readiness-checklist.md","recovered","44f8ed281f797c8a75fdcfc3c4318cfe1d68060b223040aae530faa1fb5163d2","44f8ed281f797c8a75fdcfc3c4318cfe1d68060b223040aae530faa1fb5163d2","false","passed","Recovered byte-identically from verified backup."
"wiki/ai-native-gtm-operating-model.md","recovered","dbb19fe7283bcef3f7417e5a93cfac85bd14c514f2f6c9cbc0a099216b2761cb","7525e81b53f2a9faab371639d473e471791146416f0f7ebafd060298501c64fe","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/ai-native-product-management.md","recovered","7c1faf1948dbdfbab5bcbd317dcefcd78c7dfa37f1368c8dff21951d3d7e5411","7c1faf1948dbdfbab5bcbd317dcefcd78c7dfa37f1368c8dff21951d3d7e5411","false","passed","Recovered byte-identically from verified backup."
"wiki/ai-operating-system.md","recovered","d967db48da7118e875d17c9b6713ddc6413d96a2da5cf25faa07792a3382390e","15f584e0adc13819afe83e3f93cd2f75aed3fc4d4dd5dca798c2e762805cc1b6","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/ai-search-measurement.md","recovered","73cbf996b80ccef649cc7b7dd09e182ab5e21ed2f524d2433f1f98f75186c8fa","08603cb987818c97e1572c7a886b89a932ca3dfef87fb34a453a07fcbdf0194c","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/ai-vendor-problem-observation-contract.md","recovered","54d47ec0dd7080466f82bf9834b254e84c6bcfabc36a1a754170001e843a6581","27fe59e04724c2340ffe3d24f841531b593a4e21ccb556d80ff8dade9c79186d","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/ai-work-blueprint.md","recovered","4ee6548a4b0af01f13ded4efb269ba975a4659cd51223513012dc66e8a8e9a73","4ee6548a4b0af01f13ded4efb269ba975a4659cd51223513012dc66e8a8e9a73","false","passed","Recovered byte-identically from verified backup."
"wiki/ai-writing-and-style-research.md","recovered","524b2aa0d6c5ba57af073361557d33fd91bce8d82915577c0b075100e3578a74","524b2aa0d6c5ba57af073361557d33fd91bce8d82915577c0b075100e3578a74","false","passed","Recovered byte-identically from verified backup."
"wiki/approved-source-conversion-batch-2026-07-15.md","recovered","f0e687d397da68204d8cc2c2688490469109bac94f351305dce3ccb30f73faa4","f0e687d397da68204d8cc2c2688490469109bac94f351305dce3ccb30f73faa4","false","passed","Recovered byte-identically from verified backup."
"wiki/b2b-persona-development.md","recovered","3d4fb0eefbc46b003e77d16c5ceaafe093b2d217118c44ff74acc79be43f483c","3d4fb0eefbc46b003e77d16c5ceaafe093b2d217118c44ff74acc79be43f483c","false","passed","Recovered byte-identically from verified backup."
"wiki/brand-and-abx-one-story-contract.md","recovered","edc5da245ee9e9dfabe4a30469057bfd149ee7a8b45b182b7b7a82b4cdc23931","edc5da245ee9e9dfabe4a30469057bfd149ee7a8b45b182b7b7a82b4cdc23931","false","passed","Recovered byte-identically from verified backup."
"wiki/brand-system.md","recovered","24a9bb31c25092f4f95f81a03ee977c84cea217eec8d05bbeca487181c75f233","24a9bb31c25092f4f95f81a03ee977c84cea217eec8d05bbeca487181c75f233","false","passed","Recovered byte-identically from verified backup."
"wiki/buyer-question-coverage-checklist.md","recovered","43b2b4a84d8cb677e9706044f49b769b99efbb1e808cd64a4aa30a23e51faaaa","43b2b4a84d8cb677e9706044f49b769b99efbb1e808cd64a4aa30a23e51faaaa","false","passed","Recovered byte-identically from verified backup."
"wiki/buying-groups-and-account-prioritization.md","recovered","763212a98d7b8660d8b40885546d04548cd4c4543cc798c5397ef3c38b8a3cb7","763212a98d7b8660d8b40885546d04548cd4c4543cc798c5397ef3c38b8a3cb7","false","passed","Recovered byte-identically from verified backup."
"wiki/buying-situation-message-calibration.md","recovered","da834dc72eb061453c617ade75eec971da668f6c7ed885dfe6e92e1915d08aeb","da834dc72eb061453c617ade75eec971da668f6c7ed885dfe6e92e1915d08aeb","false","passed","Recovered byte-identically from verified backup."
"wiki/campaign-reporting-and-operations.md","recovered","9475d861a95a0c05e6ed7c6f0e980a7aedba095e953872b736b7839f62e00747","6847645022747b7b6648205416e00b71cf6a85049bed7df1c3464aeb0bb17f74","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/campaign-types-and-funnel-stages.md","recovered","efe9107900d3a78a7638ff685f61b0deb8fae546877dd61efe3d7336d9b659dd","2ef0358817db99317aed052c515fde0fad04e27e3d9dd2403e799288c885977e","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/career-aspiration-to-opportunity-loop.md","recovered","568f224cfe4623aa8a46cc807e478ff71bfd3c697ba737a6bbec32f85e0d7fe1","568f224cfe4623aa8a46cc807e478ff71bfd3c697ba737a6bbec32f85e0d7fe1","false","passed","Recovered byte-identically from verified backup."
"wiki/category-brand-awareness-routing-matrix.md","recovered","dbfdc627371df48f60eea72cf2ad84f7e310ed4dffb1749b403fec2fba6005bf","dbfdc627371df48f60eea72cf2ad84f7e310ed4dffb1749b403fec2fba6005bf","false","passed","Recovered byte-identically from verified backup."
"wiki/claude-md-frameworks-research-2026-06-13.md","recovered","61059d2220566b8aff43f326fb44cad238107f71a24ef7b48e96e240c01da1d9","61059d2220566b8aff43f326fb44cad238107f71a24ef7b48e96e240c01da1d9","false","passed","Recovered byte-identically from verified backup."
"wiki/claude-md-project-instructions.md","recovered","77510f3e0465e056425a7bbb49965f47f5abb31d12a318de90f94693f031cee4","77510f3e0465e056425a7bbb49965f47f5abb31d12a318de90f94693f031cee4","false","passed","Recovered byte-identically from verified backup."
"wiki/composable-gtm-stack-assessment.md","recovered","9eb644c8a1b95c875385768a4b27d426e8a6a287748daf7b66125e0a909a8283","9eb644c8a1b95c875385768a4b27d426e8a6a287748daf7b66125e0a909a8283","false","passed","Recovered byte-identically from verified backup."
"wiki/content-engineering.md","recovered","ab8ec1f7379ec80880b6c127646ddf802bca979440deb726e6da8f2322296d19","ab8ec1f7379ec80880b6c127646ddf802bca979440deb726e6da8f2322296d19","false","passed","Recovered byte-identically from verified backup."
"wiki/content-engineering-pipeline-contract.md","recovered","5b5928ed1071abc0fa506389f2c6c382dff2c41fa2ca950e09bed91340ca77b8","5b5928ed1071abc0fa506389f2c6c382dff2c41fa2ca950e09bed91340ca77b8","false","passed","Recovered byte-identically from verified backup."
"wiki/content-marketing-strategy.md","recovered","dea0107137a373462c5262d050daf1f918a63c1144d73caf426509a95ab14907","2022d2991f994f83d471b6780fc5e1c5f8be55c4d44b3504bb42420b1ebf2f87","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/content-quality.md","recovered","cd333a654a703976c0761c0434baeed7d8e74d642ab6496bf1ebcb736e25d63f","26c11048f293669905309ef1dad2abfd12b0021c5472364bc81a56fdab4b3eeb","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/context-engineering.md","recovered","46de705d5f1b876f2170a3a8405a8f1fd87ea2f614cbb1fbcce0c6c7acbd5478","491e2c53cfa79826f023fb947130a3c415e85d51f474d4a33a19e1e254155c19","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/contextual-next-best-action-loop.md","recovered","bbf419bbedc5f435c8b890e8ea615aaca866242678bf04982e06bcefbdac8744","bbf419bbedc5f435c8b890e8ea615aaca866242678bf04982e06bcefbdac8744","false","passed","Recovered byte-identically from verified backup."
"wiki/continual-learning-for-agents.md","recovered","c99be0a160bb8e6ec787c64edfa4ae3ba17d0efff716e542a2f53eb8ff27b81e","228d6a98ae3ee57acfe19b4024e4697fb693d7f2059800178394b3bd30c2cbfd","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/creative-and-video-prompting.md","recovered","d4daab1f539bed5e59e0c1566a35e30bb42324e57edcbc5315dc881daf16817d","d4daab1f539bed5e59e0c1566a35e30bb42324e57edcbc5315dc881daf16817d","false","passed","Recovered byte-identically from verified backup."
"wiki/creative-prompting-for-marketing.md","recovered","933c1c2fa9911c41f84c600e7564ff52e856d1699f5fb92c85c1435f8744fab6","d6b0543922767249904927c49cbdb42095ca6f92084b4ff859bd56490695b384","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/cross-functional-ai-adoption-learning-loop.md","recovered","c24c5a0501fbe19b098e7bf77ba8c5150cfc45bc3cced1f95edd81fbd9099734","c24c5a0501fbe19b098e7bf77ba8c5150cfc45bc3cced1f95edd81fbd9099734","false","passed","Recovered byte-identically from verified backup."
"wiki/customer-journey-mapping.md","recovered","9b8e0c80e3410eac2869b6d48effd9634a337bfc66ae17d05b3bce45676a3963","9b8e0c80e3410eac2869b6d48effd9634a337bfc66ae17d05b3bce45676a3963","false","passed","Recovered byte-identically from verified backup."
"wiki/customer-maturity-progression-contract.md","recovered","5fc63e5a1cc88007a7745b303480ae514468b3cab02a1cbaf085aa72bd00e5d3","5fc63e5a1cc88007a7745b303480ae514468b3cab02a1cbaf085aa72bd00e5d3","false","passed","Recovered byte-identically from verified backup."
"wiki/deep-research-personal-content-operating-system-2026-08-01.md","recovered","976c9a9e2545199a94904b19244aa3b632038ea53516453fe0dd5ff1d25b5deb","976c9a9e2545199a94904b19244aa3b632038ea53516453fe0dd5ff1d25b5deb","false","passed","Recovered byte-identically from verified backup."
"wiki/deep-research-workflows.md","recovered","2d3a4019dd52618054f64aa765c9f76bc2cc38514e53b6f2d3c8586ab5e94277","d760cdabe31ac36ef2bb9b3349e2a3ef9f6a12b4c9fbd45f7cbe0f14115a8436","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/distributed-marketing-center-of-excellence-operating-model.md","recovered","35818c67d15af06d858ed7f55a44e83dcd531441add45449a05a65ee7fd34da8","35818c67d15af06d858ed7f55a44e83dcd531441add45449a05a65ee7fd34da8","false","passed","Recovered byte-identically from verified backup."
"wiki/domain-outsider-audience-learning-loop.md","recovered","aae6cba26acaa8ddb83c8a2d5c449793100e9026732daa4be5e183a4af7a1f7d","4f066243c756b134f4a95843241ec8c4c370007e1fb4ff4de0a8a5474639d8f5","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/emergent-properties-in-large-language-models-ai-research-2026-07-29.md","recovered","03770e99f4a246ea4e38a5dbb18442ead03e5eff83a10f5e25618fffced99067","a432b2f2c95edd5a3e2c7b3170c0f10e902431fab9416735baf0a3b4e1a56350","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/enterprise-abm-scale-system-ten-operating-plays.md","recovered","b49bc9a011ec670c4ece64cb362a33d7f6f6f6d928ee1a3fbd6471a7ff7b380b","b49bc9a011ec670c4ece64cb362a33d7f6f6f6d928ee1a3fbd6471a7ff7b380b","false","passed","Recovered byte-identically from verified backup."
"wiki/gbrain.md","recovered","6cbf469c87947da7d59b618ea0d4b3f300eeb84d14486371e6e6bba11f0bb92f","6cbf469c87947da7d59b618ea0d4b3f300eeb84d14486371e6e6bba11f0bb92f","false","passed","Recovered byte-identically from verified backup."
"wiki/gbrain-source-summary.md","recovered","d5238c6da7f423a042752c331b7a7d7599589c88f06e3aabafd193602028496c","d5238c6da7f423a042752c331b7a7d7599589c88f06e3aabafd193602028496c","false","passed","Recovered byte-identically from verified backup."
"wiki/global-core-regional-abm-operating-model.md","recovered","5b7dd2c13b2a57b47cff4de8b1bc980dee22dd71851c63bd65c8d7fc82676478","5b7dd2c13b2a57b47cff4de8b1bc980dee22dd71851c63bd65c8d7fc82676478","false","passed","Recovered byte-identically from verified backup."
"wiki/governed-ai-gtm-handoff-checklist.md","recovered","7b2aeea4208f2d40d1abc7ae823c445b24b36927141c9ddcabfc8c39f2e7c323","7b2aeea4208f2d40d1abc7ae823c445b24b36927141c9ddcabfc8c39f2e7c323","false","passed","Recovered byte-identically from verified backup."
"wiki/gtm-signals-and-buying-groups-clippings-july-2026.md","recovered","71c99fed86892aef7876493efe804d55f95cadcc3d06c0b07a3c37b1859fdca1","71c99fed86892aef7876493efe804d55f95cadcc3d06c0b07a3c37b1859fdca1","false","passed","Recovered byte-identically from verified backup."
"wiki/gtm-signals-and-contextual-intelligence.md","recovered","3cc28da8cc07a02ad5a8b5e9ca03de88f14296bbc4a77a8beed1de59be668645","3cc28da8cc07a02ad5a8b5e9ca03de88f14296bbc4a77a8beed1de59be668645","false","passed","Recovered byte-identically from verified backup."
"wiki/hp-enterprise-growth-system-source-summary.md","recovered","87a95d3cc00b0df470324605bea44ebadf1840bb3e26f6728d5daaef9453a6e4","5a094c2359e010ea9419d8e6d6a239e0a0a1bae8e8cd6ac371fd7626910c7629","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/incentive-aware-ai-sdr-pilot.md","recovered","5aee0fe6b48571d64738692ff9bd4ee5b58a350d1e742fc6dfd249641fcd0323","5aee0fe6b48571d64738692ff9bd4ee5b58a350d1e742fc6dfd249641fcd0323","false","passed","Recovered byte-identically from verified backup."
"wiki/index.md","superseded","7154eb948d3e042eae0f8c25e253b46c1fb9fb4114f1b80992c72d4c371db697","d473b6b20480267eb3aad464df5a0ff46c43f7d744dc51db21dc6cf73a6e433a","true","passed","Historical candidate superseded by current main; current page retained and boundedly updated for wave navigation or closure."
"wiki/j-space-workspace-interpretability.md","recovered","4988355e9665b43d2fcc1db7628e08ba01cce7c39640d15d55cb8ae26fbb30b5","4988355e9665b43d2fcc1db7628e08ba01cce7c39640d15d55cb8ae26fbb30b5","false","passed","Recovered byte-identically from verified backup."
"wiki/karpathy-spec-verifier-environment-source-summary.md","recovered","2a5115e5d0e5053e2a36521f14713f4d6915ebdfbd02273948848547df0489a0","2a5115e5d0e5053e2a36521f14713f4d6915ebdfbd02273948848547df0489a0","false","passed","Recovered byte-identically from verified backup."
"wiki/lean-weekly-abm-pilot-loop.md","recovered","75ad03abb925aa53286976bac135acf533fe14926e842d2986eaaaa5dedbbbc2","75ad03abb925aa53286976bac135acf533fe14926e842d2986eaaaa5dedbbbc2","false","passed","Recovered byte-identically from verified backup."
"wiki/log.md","superseded","210c1b5ce6c47a35efb145f86585f30b6f6d7b315000af44b73dfe0d08df0f8b","12473c8335ba1f35d6809b1177149a2d4077573a5daecf6ee086dfeac801047f","true","passed","Historical candidate superseded by current main; current page retained and boundedly updated for wave navigation or closure."
"wiki/long-horizon-marketing-program-sprint-loop.md","recovered","c8406efae7e9aae26032407ae51d8b62f656ebc87b2662c93c2fbc12943cd022","c57cf8a9084e7a3403cff41cf64ec77d54337b20a4b59adf59ccae4e04441725","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/loop-engineering.md","recovered","b3de604bffedfac1f81b641122c9c63ef2bccdadfaeba6cdf5717c8a158e6bb9","ed2e664cfc74de5d5c3a7bfdf3d8674eb86c6b05848f73874d6a9544649b3efc","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/maintained-content-distribution-lifecycle.md","recovered","08c36542f1ff8a14c243b579b035f39067e51d820ae1e377d57421c40480ee9f","08c36542f1ff8a14c243b579b035f39067e51d820ae1e377d57421c40480ee9f","false","passed","Recovered byte-identically from verified backup."
"wiki/marketing-assets-library.md","recovered","e45022ab971c38176c2e93980ec274ee06e0b3eda768a7e9ef772add9cfa1fb4","e45022ab971c38176c2e93980ec274ee06e0b3eda768a7e9ef772add9cfa1fb4","false","passed","Recovered byte-identically from verified backup."
"wiki/marketing-change-pilot-buy-in-memo.md","recovered","27a850405fd0eb2b4bab9c16957367627c44ce06cd637bb6861a92dad596dca2","27a850405fd0eb2b4bab9c16957367627c44ce06cd637bb6861a92dad596dca2","false","passed","Recovered byte-identically from verified backup."
"wiki/marketing-operating-system.md","recovered","896f1e02a2cf02c59344a7b4a90322e2c1706afaebfe681638b83964f5809692","896f1e02a2cf02c59344a7b4a90322e2c1706afaebfe681638b83964f5809692","false","passed","Recovered byte-identically from verified backup."
"wiki/marketing-orchestration.md","recovered","35309374d9b51ab665c0baf8d89b464e7bd95c77b9830ad1e9340e45dea52cb5","35309374d9b51ab665c0baf8d89b464e7bd95c77b9830ad1e9340e45dea52cb5","false","passed","Recovered byte-identically from verified backup."
"wiki/marketing-peer-experiment-exchange.md","recovered","c5216a611928ccef7afab893bb5b6b53e123cba16e100be10a8f261d58cda250","884c4926041de6b046d2c9b4a3611535fb54f8b973752f319592c43c7bf41a3d","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/marketing-sales-and-buyer-enablement-library.md","recovered","97264e15357d11ca1926daf8022190028a3f306c739ba164848488b6cb291596","c1d71f53b45cab22ae3360d061ada19ffe0df2ffc38e74f68e9af67f010a8ae4","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/messaging-frameworks.md","recovered","e7868d094c327e4f8b52f1a7cf72ca23a0eb85afd891ce78058edca974559881","e7868d094c327e4f8b52f1a7cf72ca23a0eb85afd891ce78058edca974559881","false","passed","Recovered byte-identically from verified backup."
"wiki/multi-team-account-contact-coordination-gate.md","recovered","938fdfe9b18f20201d8448541662323fef721ccb49cbbd401480db0dd0fcf781","938fdfe9b18f20201d8448541662323fef721ccb49cbbd401480db0dd0fcf781","false","passed","Recovered byte-identically from verified backup."
"wiki/niche-fame-content-loop.md","recovered","2238fc1c55127979cf1b29523fcb094d6ac861b44ee878cacd2856189f3134e4","2238fc1c55127979cf1b29523fcb094d6ac861b44ee878cacd2856189f3134e4","false","passed","Recovered byte-identically from verified backup."
"wiki/niche-sponsorship-portfolio-experiment.md","recovered","b5bd14a0c5a8c1ad3c0066422672e2fe6e81cf945e732fc1d388688f554f8b69","b5bd14a0c5a8c1ad3c0066422672e2fe6e81cf945e732fc1d388688f554f8b69","false","passed","Recovered byte-identically from verified backup."
"wiki/ntt-data-embedded-account-management-playbook.md","recovered","6303a0a5fc9f813bcc8e2085d56d94c9574addd1f05791057d487abff22756e5","6303a0a5fc9f813bcc8e2085d56d94c9574addd1f05791057d487abff22756e5","false","passed","Recovered byte-identically from verified backup."
"wiki/observable-capability-teach-back-loop.md","recovered","c489de441977f6ae279c9c718ecc564c721b3334f5b814ede28604a2331a0a36","c489de441977f6ae279c9c718ecc564c721b3334f5b814ede28604a2331a0a36","false","passed","Recovered byte-identically from verified backup."
"wiki/partner-marketing-pilot-and-scale-loop.md","recovered","1f747086993f63308eb61d88a3edd5d152d7466470a4805ec2736a6ea4c9c040","1f747086993f63308eb61d88a3edd5d152d7466470a4805ec2736a6ea4c9c040","false","passed","Recovered byte-identically from verified backup."
"wiki/peer-co-creation-access-loop.md","recovered","4369a92f4ced069121104fba8ff5540a6937e4f2f327e3e0a2646de51d77b123","4369a92f4ced069121104fba8ff5540a6937e4f2f327e3e0a2646de51d77b123","false","passed","Recovered byte-identically from verified backup."
"wiki/performance-fed-content-ideation-loop.md","recovered","624cfa6d96a3b675c6dbe36440bbe18c414f00fc882e3a04e29b4af40186d3ab","624cfa6d96a3b675c6dbe36440bbe18c414f00fc882e3a04e29b4af40186d3ab","false","passed","Recovered byte-identically from verified backup."
"wiki/personal-ai-cowork-system.md","recovered","6f8b30b5e424169f6896c4bc4b756da77540b24c673e3504d820e8b771e4c5ac","38d22b422a798b055d1f8f0113619073435c0ab84f79d2b5e1cc020f7b9718e9","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/project-delivery-tracking.md","recovered","7822732c7711b2ea2a13892582f3453033d9ec37753d32f2ec93014d4527a167","7822732c7711b2ea2a13892582f3453033d9ec37753d32f2ec93014d4527a167","false","passed","Recovered byte-identically from verified backup."
"wiki/public-evidence-cycle-01-source-summary.md","recovered","bda5d08edeae86deffd12ef49fa764532f8c3fae6dcb5ed526973ae454e342bb","bda5d08edeae86deffd12ef49fa764532f8c3fae6dcb5ed526973ae454e342bb","false","passed","Recovered byte-identically from verified backup."
"wiki/qualification-rejection-reason-calibration-loop.md","recovered","e5b053aae0b3e8cd769cfd0dcc6105af1c97b7ad0d221ed2f691c3ac9b332f1f","e5b053aae0b3e8cd769cfd0dcc6105af1c97b7ad0d221ed2f691c3ac9b332f1f","false","passed","Recovered byte-identically from verified backup."
"wiki/raw-sources.md","recovered","cac1bf15c435246f792c7e8c44f743302033cbe0357ce066126554886ce72e91","7a10605f5059725d8f14b771665f0e5806176958c6f565471a3ff0d19d9bc66f","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/reliable-ai-capability-rollout.md","recovered","dd7bc1497c3eda122d63e12cbb9a6798a3b490ca3128b65153d53f5c0dc29448","dd7bc1497c3eda122d63e12cbb9a6798a3b490ca3128b65153d53f5c0dc29448","false","passed","Recovered byte-identically from verified backup."
"wiki/repository-mining.md","recovered","2b40641ed7bc0ea934a426c964e91852231aba02ea4dfc3fddac1ab6261ba179","589f82779b6dab89c955fd15fbd372d4d8160ed1011932367abc4f533e4572b1","true","passed","Recovered from verified backup, then three-way merged or boundedly curated for current citations, links, navigation, provenance, line endings, or EOF whitespace safety."
"wiki/revenue-execution-and-measurement-clippings-july-2026.md","recovered","ff53295ce8ad36a653e1cb81907be7fdbf034b25c0475a87f03768764ac4fa3d","ff53295ce8ad36a653e1cb81907be7fdbf034b25c0475a87f03768764ac4fa3d","false","passed","Recovered byte-identically from verified backup."
"wiki/revenue-operations-ai-readiness.md","recovered","8b4c7dcf619cc6887490222896acbe8be8d735c957f821aa22996094f3963619","8b4c7dcf619cc6887490222896acbe8be8d735c957f821aa22996094f3963619","false","passed","Recovered byte-identically from verified backup."
"wiki/self-and-social-relevance-sharing-experiment.md","recovered","7078c953fd8312f3d36e1805075bf815c7ec7d582ea490e1ac8c819feb00c987","7078c953fd8312f3d36e1805075bf815c7ec7d582ea490e1ac8c819feb00c987","false","passed","Recovered byte-identically from verified backup."
"wiki/servicenow-pursuit-marketing-sprint-playbook.md","recovered","da46f3ac65f428b104b741893e0dff29f5e4780fd4d6055a6f908adc03ceb019","da46f3ac65f428b104b741893e0dff29f5e4780fd4d6055a6f908adc03ceb019","false","passed","Recovered byte-identically from verified backup."
