"path","closure","backup_sha256","recovered_sha256","curated_after_recovery","sensitive_content_review","notes"
"wiki/newsletter-intelligence-week4-2026-07-18.md","recovered","37ca3bf6af0e16e9aca9431c8466b31b27da8295e08aba22cfc13b7bca21b1db","4c3bfc492e8997dabf73ca3497eeaa7c6f4fe4c8be1c4540c6a7213cc758de5b","true","passed","Recovered from verified backup, then boundedly curated for current runtime, privacy, dependency, link, or line-ending contracts."
"wiki/newsletter-practitioner-methods-week3-2026-07-16.md","recovered","ef70e089e78c6b9d71a72c554fc3c1b1ebc82629abf2048d256407df83967988","73ab896893fa48ea189f18eb8777b3749c133ef45e2eb83d055d9ebe3d9160ce","true","passed","Recovered from verified backup, then boundedly curated for current runtime, privacy, dependency, link, or line-ending contracts."
"wiki/newsletters/ainews/ainews.md","recovered","81febb49d2d9a92839f46bf9269d4b6288f9f5b5d22edc058a1b318cceb519ec","9daee656f6a847b37aecb8f9756c8d60d188a397e00cadb331247d7177ba1861","true","passed","Recovered from verified backup, then boundedly curated for current runtime, privacy, dependency, link, or line-ending contracts."
"wiki/newsletters/ainews/linked-sources/agent-evaluation-infrastructure-roundup-2026-07-14.md","recovered","df9d3c5e5e37a767ef2e4b84597b640f2b168983c26133911e676b41b7e1ad60","d7cc2b0d0463f36e1386e51b2adaa13eb07c79642c1fdc8b2a29babb784f1121","true","passed","Recovered from verified backup, then boundedly curated for current runtime, privacy, dependency, link, or line-ending contracts."
"wiki/newsletters/artificial-intelligence-made-simple/linked-sources/decision-first-technology-judgment-2026-08-03.md","recovered","586231623e63eb03f69af57a0de00f65fffea681d3694228a908f281d48afa91","a4cd492acfb04cfbe62044840ce625a3283df879d6ccaa8d0b2d4c483a9ce8e3","true","passed","Recovered from verified backup; removed one trailing blank line for clean Git whitespace validation."
"wiki/newsletters/growth-unhinged/growth-unhinged.md","recovered","7b88dcf6c1e97526629ce9f0659639e348673740bf5280e4fdfa62046631b53b","7b88dcf6c1e97526629ce9f0659639e348673740bf5280e4fdfa62046631b53b","false","passed","Recovered byte-identically from verified backup."
"wiki/newsletters/growth-unhinged/linked-sources/ai-search-measurement-2026-07-15.md","recovered","163bd9c35e8fee1b6bf43444658c75819a1834a5cd9d59877834b58d4d938383","0e61255d55e4aee67bb3fd86fc479dd0a81bd2729d8eaa680240e4437b99ea29","true","passed","Recovered from verified backup, then boundedly curated for current runtime, privacy, dependency, link, or line-ending contracts."
"wiki/newsletters/index.md","recovered","edb01759faa053850295ba773a559dbfc47cdd4867f42835e70a88a1cef5138d","edb01759faa053850295ba773a559dbfc47cdd4867f42835e70a88a1cef5138d","false","passed","Recovered byte-identically from verified backup."
"wiki/newsletters/kieran-flanagan-ai-marketing-generalist/kieran-flanagan-ai-marketing-generalist.md","recovered","c9ee4710722941631ac13e7e44bcc41a6462b76c1c744d89b50b2c59cd406142","c9ee4710722941631ac13e7e44bcc41a6462b76c1c744d89b50b2c59cd406142","false","passed","Recovered byte-identically from verified backup."
"wiki/newsletters/kieran-flanagan-ai-marketing-generalist/linked-sources/content-taste-review-gates-2026-07-15.md","recovered","5cbfcddaad789f02e5b8efb79d3c43a9601cff71e223e470b497ba20dc818407","5f8dadb503e860640cb36cc792e5c602768995c23df1e4b682a6c587abc882f1","true","passed","Recovered from verified backup, then boundedly curated for current runtime, privacy, dependency, link, or line-ending contracts."
"wiki/newsletters/latent-space/latent-space.md","recovered","f2521e85c301cb1432ec35328a03719992f0ccb4104fa3969fb6008860c335d7","f2521e85c301cb1432ec35328a03719992f0ccb4104fa3969fb6008860c335d7","false","passed","Recovered byte-identically from verified backup."
"wiki/newsletters/latent-space/linked-sources/ai-engineering-systems-trends-2026-07-14.md","recovered","9f88ddce22bc9c9bd2e7142c56172352e0d71054f48bd12ee963dca4e32a69ee","bfb91bd9de516d8ddbc7a973dc896a05d3acbf12d0c68e0612c5674d911e66a5","true","passed","Recovered from verified backup, then boundedly curated for current runtime, privacy, dependency, link, or line-ending contracts."
"wiki/newsletters/latent-space/linked-sources/chatgpt-work-interview-2026-08-03.md","recovered","2ebaccf25acf75f08a3cd698be41acec8a6282291c464ff9918c652e5d9e053e","548ee1430729e4fa580a3e7248d1ceac0ba3a3906f73cb7b163b570d88236b84","true","passed","Recovered from verified backup; removed one trailing blank line for clean Git whitespace validation."
"wiki/newsletters/lenny-s-newsletter/linked-sources/browser-agent-workflows-2026-08-03.md","recovered","a6f04e4f611e952fe05a53d2bc6f2a093f4765c425cde552af12b91984997461","a6f04e4f611e952fe05a53d2bc6f2a093f4765c425cde552af12b91984997461","false","passed","Recovered byte-identically from verified backup."
"wiki/newsletters/lenny-s-newsletter/linked-sources/operator-led-content-practice-2026-08-03.md","recovered","43a55e241003eb24a8160933d14e2093de4fc223a2d5ee3b06dbc28e343c66d3","95c3d65eda58bbcb7d3526caef261474e4a694d610063afa5ea83484f9d13df5","true","passed","Recovered from verified backup, then boundedly curated for current runtime, privacy, dependency, link, or line-ending contracts."
"wiki/newsletters/the-pragmatic-engineer/linked-sources/loop-engineering-field-analysis-2026-07-15.md","recovered","3a382bc54ec5f8a76ee8c8e9b054a47d767758c43c32a2c10233b36b82087897","9f6b63a81d12844872f1fef3e3cdb021c841b3038b23cb8d794da49fca4efa93","true","passed","Recovered from verified backup, then boundedly curated for current runtime, privacy, dependency, link, or line-ending contracts."
"wiki/newsletters/the-pragmatic-engineer/the-pragmatic-engineer.md","recovered","35bf182d3ae1a5b5369d7497d73e2bd79244f5d2d7657b93ad5ae122aa82d9ed","35bf182d3ae1a5b5369d7497d73e2bd79244f5d2d7657b93ad5ae122aa82d9ed","false","passed","Recovered byte-identically from verified backup."
