"path","closure","artifact_status","backup_sha256","recovered_sha256","curated_after_recovery","sensitive_content_review","publication_authority","notes"
"projects/abm-operating-system/authority/directions/servicenow-authority-pilot-direction.md","recovered","approved","60334938208362abb65606c1014615e7ad38b11c29373dd0b8a9f49737ab3a4d","60334938208362abb65606c1014615e7ad38b11c29373dd0b8a9f49737ab3a4d","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
"projects/abm-operating-system/authority/hp-demandgen-box-model-direction-approval.md","recovered","approved","a3a619c1084c807ec09ed0f801c71878c2c4879a3b1ca41365070c9ce0ff3471","a3a619c1084c807ec09ed0f801c71878c2c4879a3b1ca41365070c9ce0ff3471","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
"projects/abm-operating-system/authority/linkedin/enterprise-growth-system-linkedin-test-posts-v0-1.md","recovered","draft","9b6f2232f551d7d114c6128a5f9622207f7930a7998391ff86ea43b1eea70a19","66754c28768544a5755d02b6ceeef0d71e5fa8e6490f864703919df42319d290","true","passed","unchanged-no-new-authority","Recovered from verified backup, then bounded curation removed unresolved navigation, preserved intentional line breaks without trailing whitespace, or recorded recovery state while preserving provenance and approval state."
"projects/abm-operating-system/authority/linkedin/hp-demandgen-box-model-article.md","recovered","in-review","2cc9d83d9a1331718b2b798f794343af4900e2859786445d61f4383df273cdb2","2cc9d83d9a1331718b2b798f794343af4900e2859786445d61f4383df273cdb2","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
"projects/abm-operating-system/decisions/log.md","recovered","not-declared","071877f13d30eb47edada106b5613342408d2c4e58cf8888cf1ab3b57ac04529","896f9f58191e50ace974760f36f93f46aeb37552b481ba712283b580a0cf33fa","true","passed","unchanged-no-new-authority","Recovered from verified backup, then bounded curation removed unresolved navigation, preserved intentional line breaks without trailing whitespace, or recorded recovery state while preserving provenance and approval state."
"projects/abm-operating-system/frameworks/_meta/improvement-backlog.md","recovered","active","702c4f41f20738c3a21b302853e06a4e64f3611944e46719510a8908120238f4","702c4f41f20738c3a21b302853e06a4e64f3611944e46719510a8908120238f4","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
"projects/abm-operating-system/frameworks/_meta/usage-log.md","recovered","active","419507bc6cf086f8f7d73b5502d10211d965efdc11756d04ec9ec037119cf387","419507bc6cf086f8f7d73b5502d10211d965efdc11756d04ec9ec037119cf387","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
"projects/abm-operating-system/frameworks/enterprise-growth-system.md","recovered","draft","bb067ac8fb396b28da5de1ab9630084bc8faf6d65802c84cd0f3d04f6ccbc95f","bb067ac8fb396b28da5de1ab9630084bc8faf6d65802c84cd0f3d04f6ccbc95f","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
"projects/abm-operating-system/practice/abm-situation-diagnostic.md","recovered","draft","6b77f0c9d3829a223caeaa70f570484376b3b1ea54aee12e31bb1110c9ec7a20","6b77f0c9d3829a223caeaa70f570484376b3b1ea54aee12e31bb1110c9ec7a20","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
"projects/abm-operating-system/practice/evaluations/abm-situation-diagnostic-synthetic-evaluation.md","recovered","review-required","3524a0bc3a241ffc59cc023d4114c175fe575030b599df167453e315d4f00a77","3524a0bc3a241ffc59cc023d4114c175fe575030b599df167453e315d4f00a77","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
"projects/abm-operating-system/practice/evaluations/enterprise-growth-system-decision-test-suite.md","recovered","draft","597a09eaa734fcd5c49051f99a82f4cf705cbc7629b01775242d8325e4c579ce","597a09eaa734fcd5c49051f99a82f4cf705cbc7629b01775242d8325e4c579ce","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
"projects/abm-operating-system/practice/index.md","recovered","draft","22d0efa12525eebb2d3453ce3bdfc10f48b9f61e49a232a5bc717b386e56ca9f","22d0efa12525eebb2d3453ce3bdfc10f48b9f61e49a232a5bc717b386e56ca9f","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
"projects/abm-operating-system/README.md","recovered","not-declared","5fcbab39cc6ad692d1db3c97f6a9cfdfd401c6ac5c3a4f6c7997c084832c3283","b14ea08264faa6b4cc70015079e6c58af8fb8cf1ab6f91a353b606a17a331f85","true","passed","unchanged-no-new-authority","Recovered from verified backup, then bounded curation removed unresolved navigation, preserved intentional line breaks without trailing whitespace, or recorded recovery state while preserving provenance and approval state."
"projects/abm-operating-system/wiki/index.md","recovered","active","61fad2cfb3ae5a519d9b262e3b7e17eb4c735c51fbf3e59ff2c2958640ff41c3","e1e84688b7ba0134e4d3d20f1d4a5057c657ec337d4780b1bee4a3fc6d02dd54","true","passed","unchanged-no-new-authority","Recovered from verified backup, then bounded curation removed unresolved navigation, preserved intentional line breaks without trailing whitespace, or recorded recovery state while preserving provenance and approval state."
"projects/abm-operating-system/wiki/log.md","recovered","active","2be4c4e76d84d8f61e5653546e7101865df1a24509b50f87e23483610fe6e638","2be4c4e76d84d8f61e5653546e7101865df1a24509b50f87e23483610fe6e638","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
"projects/abm-operating-system/wiki/patterns/index.md","recovered","active","fe38c46c6bfe394c49d51b7866acab9680e31e5e93b4d8caa8431c761ba250ab","fe38c46c6bfe394c49d51b7866acab9680e31e5e93b4d8caa8431c761ba250ab","false","passed","unchanged-no-new-authority","Recovered byte-identically from verified backup."
"projects/abm-operating-system/wiki/patterns/public-evidence-cycle-01.md","recovered","review-ready","e9e08350d38920060f4eba47d4cda73caafc499fd93873d8823b28bcc51ed059","30a1e6621957c3f2e6c2a96dcc34ba937c84df42d404f7212f461004a0ee33a0","true","passed","unchanged-no-new-authority","Recovered from verified backup, then bounded curation removed unresolved navigation, preserved intentional line breaks without trailing whitespace, or recorded recovery state while preserving provenance and approval state."
