"path","closure","artifact_status","backup_sha256","recovered_sha256","curated_after_recovery","sensitive_content_review","publication_authority","notes"
"projects/ai/authority/context/goodfire-black-box-transcript-fit-v1.md","recovered","qualified","1c1ba72c95c4e47ff6d7e276a44d0e09f33e092f5c5c686436da0ffdc5f6da4f","1c1ba72c95c4e47ff6d7e276a44d0e09f33e092f5c5c686436da0ffdc5f6da4f","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/context/j-space-operational-ai-judgment-context-v1.md","recovered","superseded","92c5253b6211e4416d435e78fce1709bcc84ba934c07055f2fc94c7c859ec069","60858c5e5e48691d6a7ed56604730465fa3fb4cd7aea1450425b685443747ce0","true","passed","unchanged-none-or-file-state","Curated for current navigation, lifecycle-state consistency, private-path removal, or whitespace-safe Markdown; publication boundary preserved."
"projects/ai/authority/context/j-space-silent-reasoning-context-v1.md","recovered","ready-with-hypotheses","65cda9f33d441a4c70813ea9a07994b5f18186749fadec466660b5994a43f3db","bd2814a1f3f04669eccd574bcd770a481d7d52f4cbc3ee5d4d59feea161f2dba","true","passed","unchanged-none-or-file-state","Curated only to remove one terminal blank line for a clean Git patch; content and publication boundary unchanged."
"projects/ai/authority/context/j-space-thought-suppression-context-v1.md","recovered","superseded","d64a75801b19fdd61c9ea30760da06dd416b6e068b32d638d7d7c0dd640a365d","d64a75801b19fdd61c9ea30760da06dd416b6e068b32d638d7d7c0dd640a365d","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/context/llm-thinking-emergence-context-v1.md","recovered","active","bf4a7d3487a5c2698a6fdb50660cf6d3c9b1ef45c3cafc6650a90f598a086f6d","bf4a7d3487a5c2698a6fdb50660cf6d3c9b1ef45c3cafc6650a90f598a086f6d","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/context/llm-thinking-emergence-context-v2.md","recovered","active","7c3b53be3ee8d01cc5c43d348e13536791f24ba840b2e979b96b60d6178e22cc","7c3b53be3ee8d01cc5c43d348e13536791f24ba840b2e979b96b60d6178e22cc","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/directions/j-space-operational-ai-judgment-direction-v1.md","recovered","superseded","c014bb749e05faf088b411a125308082785c79e7a0fb088264314cd40e9e1441","6f6e9f188df05f5589e465b1c12bfcf596c66f817e7b307a0d02069c15ab2dab","true","passed","unchanged-none-or-file-state","Curated for current navigation, lifecycle-state consistency, private-path removal, or whitespace-safe Markdown; publication boundary preserved."
"projects/ai/authority/directions/j-space-silent-reasoning-direction-v1.md","recovered","approved-for-draft","6901435f6ef5be3234307661643dd8487e98fcaf021fd518d42106cd6524b7f9","69dd9d39667d06b8619942eb1cc98dd99a52f2e3db8c8028687b507df3b2ff58","true","passed","unchanged-none-or-file-state","Curated only to remove one terminal blank line for a clean Git patch; content and publication boundary unchanged."
"projects/ai/authority/directions/j-space-thought-suppression-direction-v1.md","recovered","superseded","4ba50b8d1718bb7c9c253af07c3339a6b7f0b1d751a66a51d038eac0da241a1e","f6878e8d8023d159c72a86ad7cc573578a8527790a0ae32f04d5e61535aa7b2e","true","passed","unchanged-none-or-file-state","Curated for current navigation, lifecycle-state consistency, private-path removal, or whitespace-safe Markdown; publication boundary preserved."
"projects/ai/authority/directions/llm-thinking-emergence-direction-v1.md","recovered","approved","de8dbf9d26de2cdb3a511dff18a5bf8e064962066644ca68b58e1df14f5e025c","de8dbf9d26de2cdb3a511dff18a5bf8e064962066644ca68b58e1df14f5e025c","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/directions/llm-thinking-emergence-direction-v2.md","recovered","superseded","63234ceb447bfe1735c52c6919a23541b19ddf992cadb20b19e86146016dc74e","63234ceb447bfe1735c52c6919a23541b19ddf992cadb20b19e86146016dc74e","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/directions/llm-thinking-emergence-direction-v3.md","recovered","approved","31215dff50dc61819eb9cf64cb39d16aaebf6b31d7adbd2d5c13493c65abade8","31215dff50dc61819eb9cf64cb39d16aaebf6b31d7adbd2d5c13493c65abade8","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/directions/llm-thinking-emergence-direction-v4.md","recovered","approved","251df93fd176a5153f116a7e883bc16f19eb6b142f9df983e04e3152e5371bcf","251df93fd176a5153f116a7e883bc16f19eb6b142f9df983e04e3152e5371bcf","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/directions/llm-thinking-emergence-direction-v5.md","recovered","approved","1b97fe22347a3ca8bcf65eda9fc7f2df15af62587f258f67a4117b3a43ebc541","1b97fe22347a3ca8bcf65eda9fc7f2df15af62587f258f67a4117b3a43ebc541","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/directions/llm-thinking-emergence-direction-v6.md","recovered","approved","814d832aaa36f7b4565d7a418763cbef810daa8a4ca165efe7555a36fe7e2af3","814d832aaa36f7b4565d7a418763cbef810daa8a4ca165efe7555a36fe7e2af3","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/j-space-operational-ai-judgment-execution-calibration.md","recovered","superseded","63d53e710711276dc9642361bf314f35de9542cc3e6dba19135180dda8003ddd","63d53e710711276dc9642361bf314f35de9542cc3e6dba19135180dda8003ddd","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/j-space-silent-reasoning-execution-calibration.md","recovered","held","7320fb3a0a0c5fc62a136934f38c08abc9006a72594c41f160928a96a9695d38","7320fb3a0a0c5fc62a136934f38c08abc9006a72594c41f160928a96a9695d38","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/j-space-storytelling-framework-fit-2026-08-03.md","recovered","active","0c38317562829cfa2678231487481ed2251ea92223480311c245434d19525ba3","0c38317562829cfa2678231487481ed2251ea92223480311c245434d19525ba3","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/j-space-thought-suppression-execution-calibration.md","recovered","superseded","bfa43ed56b5f040ae7a68b4bf51162d0ff6ce78841821e693fec0c802f52e8de","bfa43ed56b5f040ae7a68b4bf51162d0ff6ce78841821e693fec0c802f52e8de","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/linkedin/j-space-silent-reasoning-linkedin-article-v0.md","recovered","in-review","1cd143fa2258648331861119d321117b92f5b7bbb6f80554ee6582a2825f590c","1cd143fa2258648331861119d321117b92f5b7bbb6f80554ee6582a2825f590c","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/linkedin/j-space-thought-suppression-linkedin-article-v0.md","recovered","retired","4d6b2cd899ae4099f16e9e8ef05a74cf3f988a165a96abb7f118546398b3fe64","4d6b2cd899ae4099f16e9e8ef05a74cf3f988a165a96abb7f118546398b3fe64","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/linkedin/llm-thinking-emergence-linkedin-article-v0-1.md","recovered","superseded","f6dce29a384276c9eb930e6df23ce352fb602801c83bc5e536e59fd02fea7731","f6dce29a384276c9eb930e6df23ce352fb602801c83bc5e536e59fd02fea7731","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/linkedin/llm-thinking-emergence-linkedin-article-v0-2.md","recovered","superseded","1540e75777d600da4bf97c69bf0238db5cb4aad03c0c3839d2dfb98f7f2a3d55","1540e75777d600da4bf97c69bf0238db5cb4aad03c0c3839d2dfb98f7f2a3d55","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/linkedin/llm-thinking-emergence-linkedin-article-v0-3.md","recovered","superseded","b3ba30f468602b0ce4388b09c78a5e0490f907ad6e6628f6e668e2fb3c7dfcd5","b3ba30f468602b0ce4388b09c78a5e0490f907ad6e6628f6e668e2fb3c7dfcd5","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/linkedin/llm-thinking-emergence-linkedin-article-v0-4.md","recovered","superseded","9510399f70ce15b2e0500025f5f88bf6d00b38a81ee1d280fa9c1f3a0742b693","9510399f70ce15b2e0500025f5f88bf6d00b38a81ee1d280fa9c1f3a0742b693","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/linkedin/llm-thinking-emergence-linkedin-article-v0-5.md","recovered","superseded","59c8c4ff2f59cd5137528db462a9482222fa0f33064bb5e14572b6bc0c45c896","59c8c4ff2f59cd5137528db462a9482222fa0f33064bb5e14572b6bc0c45c896","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/linkedin/llm-thinking-emergence-linkedin-article-v0-6.md","recovered","in-review","67cb2c6e4e09c132b706dc17045c8c974b2a92797d0a194dccced8cf4810f95f","67cb2c6e4e09c132b706dc17045c8c974b2a92797d0a194dccced8cf4810f95f","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/linkedin/llm-thinking-emergence-linkedin-post-v0-1.md","recovered","draft","05c58bfd1062ab18daba00e62e3a77102fc4305e37e5a0b21771147626d0ab7d","05c58bfd1062ab18daba00e62e3a77102fc4305e37e5a0b21771147626d0ab7d","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/llm-thinking-emergence-direction-approval.md","recovered","approved","6794e76374ba35d6b3aa95c911572ba3426964eedb9ae50366c9a33a946e455e","dcd09317affbc1c8bad5e5de3cee3d7d71c5d99112a26687e0362c6c09d02de9","true","passed","unchanged-none-or-file-state","Curated only to remove one terminal blank line for a clean Git patch; content and publication boundary unchanged."
"projects/ai/authority/llm-thinking-emergence-direction-v3-approval.md","recovered","approved","0903c76cfce167d8e2bba4fd9a85714ad80734b75180cb6f58eb1fa069941903","0903c76cfce167d8e2bba4fd9a85714ad80734b75180cb6f58eb1fa069941903","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/llm-thinking-emergence-direction-v4-approval.md","recovered","approved","31a32d257c2c4bbc00c136075be788afd0a4a88405b8f72944e876fa52a0c101","31a32d257c2c4bbc00c136075be788afd0a4a88405b8f72944e876fa52a0c101","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/llm-thinking-emergence-direction-v5-approval.md","recovered","approved","40c25a06794264586114372eddd814969dff3913a97ab673afe01ef133b87521","40c25a06794264586114372eddd814969dff3913a97ab673afe01ef133b87521","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/llm-thinking-emergence-direction-v6-approval.md","recovered","approved","71758323a3f2d856c6c0ac7cb282a48374c4416720024d7a0cadf410e3e503ca","71758323a3f2d856c6c0ac7cb282a48374c4416720024d7a0cadf410e3e503ca","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/llm-thinking-emergence-execution-calibration.md","recovered","completed","a15e3af956e8fd8ef49afd59793b056a25af8fb093c57e656b5795b4dfaadd3b","a15e3af956e8fd8ef49afd59793b056a25af8fb093c57e656b5795b4dfaadd3b","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/llm-thinking-emergence-g4-review.md","recovered","needs-revision","17fdd5f85a2d66025fbcbabd47cf64fa9b61fb6c40432ff03d2de41e7761c0c1","84399a9ae3f005aaf95fcdd0ca49f83d1f662cc961422e90736390e8cbe745e8","true","passed","unchanged-none-or-file-state","Curated for current navigation, lifecycle-state consistency, private-path removal, or whitespace-safe Markdown; publication boundary preserved."
"projects/ai/authority/llm-thinking-emergence-g4-review-v2.md","recovered","ready-for-human-review","df2d1207786328ffafa0337191ed2f70be05366d3a84a14a362d84aa3a96d87d","df2d1207786328ffafa0337191ed2f70be05366d3a84a14a362d84aa3a96d87d","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/llm-thinking-emergence-g4-review-v3.md","recovered","ready-for-human-review","2150e7f1d2505e8c7b9e4b38214c23c5ec7c6a8c2ff9003e298075687ec3730e","2150e7f1d2505e8c7b9e4b38214c23c5ec7c6a8c2ff9003e298075687ec3730e","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/llm-thinking-emergence-g4-review-v4.md","recovered","ready-for-human-review","e4cc618b4eac247cf4cf1ca3e72e852abb3949e1550bc14013e0e53b2cf65dcc","e4cc618b4eac247cf4cf1ca3e72e852abb3949e1550bc14013e0e53b2cf65dcc","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/llm-thinking-emergence-g4-review-v5.md","recovered","ready-for-human-review","5fc44394355fb63a8ba67b1c33a1cf78b1432944b96cc6cb347f066946db933b","5fc44394355fb63a8ba67b1c33a1cf78b1432944b96cc6cb347f066946db933b","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/llm-thinking-emergence-g4-review-v6.md","recovered","ready-for-human-review","2a16c3f753a7d511fc1bc9ba39d8c5eddce95db2d7f2d6e070af7eaeaa1d5654","2a16c3f753a7d511fc1bc9ba39d8c5eddce95db2d7f2d6e070af7eaeaa1d5654","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/llm-thinking-emergence-storytelling-framework-test-2026-08-03.md","recovered","proposed","878833170161b9325e0f90023f934115222f8a8f04a4e2e086e866cfbfa074b4","b937ef42816260b45a1ac11eba2b51db37d5a1ead9b9b96153ab510b5850b10d","true","passed","unchanged-none-or-file-state","Curated for current navigation, lifecycle-state consistency, private-path removal, or whitespace-safe Markdown; publication boundary preserved."
"projects/ai/authority/pilots/j-space-operational-ai-judgment-pilot-02.md","recovered","superseded","33d0b554ea6a932e6967b371b44a059b46b3abb8c4273d02cad956e9cd6c1fee","33d0b554ea6a932e6967b371b44a059b46b3abb8c4273d02cad956e9cd6c1fee","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/pilots/j-space-silent-reasoning-pilot-02.md","recovered","active","41e06d27bbf71cea8f9186bf646706178a4cc1687c8c0f5142de4f20d8b53dfe","41e06d27bbf71cea8f9186bf646706178a4cc1687c8c0f5142de4f20d8b53dfe","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/authority/pilots/llm-thinking-emergence-pilot-01.md","recovered","active","10dfab9839566d19d11425070a9bc66ef48df4b8f67cc7e5150537f9ce2adaec","10dfab9839566d19d11425070a9bc66ef48df4b8f67cc7e5150537f9ce2adaec","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/ai/README.md","recovered","active","7a0a36e3bfe48de75bb6e65991978fed33d60f65b67d9f57a0407b930793f1fa","91d81e7bf1e6cf24a3a0c2a852b33b4fe9b74b0ded6b6e81a7a41f2bc9e64213","true","passed","unchanged-none-or-file-state","Curated for current navigation, lifecycle-state consistency, private-path removal, or whitespace-safe Markdown; publication boundary preserved."
"projects/ai/wiki/index.md","recovered","active","5f3740fffd379b8cd53c9c19a750fa04ab515b3e14971283d01f32a7c2532dfb","d9be524975c50c2d2d3fc1f974f4dcbc6d335e2351c0a5e4bf6410ef05007d04","true","passed","unchanged-none-or-file-state","Curated for current navigation, lifecycle-state consistency, private-path removal, or whitespace-safe Markdown; publication boundary preserved."
