"path","closure","artifact_status","backup_sha256","recovered_sha256","curated_after_recovery","sensitive_content_review","publication_authority","notes"
"projects/No and low code_1st Marketing Agent/frameworks/journey-and-gtm/human-led-creative-marketing-loop.md","recovered","deprecated","ba3d2b310811adc80c2f5787106cd1800ec64e04a0f15c303a9b7915005d17da","ba3d2b310811adc80c2f5787106cd1800ec64e04a0f15c303a9b7915005d17da","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/No and low code_1st Marketing Agent/frameworks/journey-and-gtm/index.md","recovered","not-applicable","1cc597251d9ed0fb09a5853db7f4f82bcbe0dfd831d6a993d441ed2cd3018cfb","e3127b7eb2ddd6a298d7ceddfe49a81f233319d1609003cf4cbab6a6ec0a2199","true","passed","unchanged-none-or-file-state","Recovered from verified backup, then boundedly curated for current dependencies, path privacy, register reconciliation, validator compatibility, or clean Markdown."
"projects/No and low code_1st Marketing Agent/README.md","recovered","not-applicable","0b696629bf3752dc4e73d9ed9b05f7649e9e78eb297f45da0dae10f0a2edd0f9","1ebfcd4151b22a163ff7b5bb94614d629a4d2728daefd434556c77f5fb000998","true","passed","unchanged-none-or-file-state","Recovered from verified backup, then boundedly curated for current dependencies, path privacy, register reconciliation, validator compatibility, or clean Markdown."
"projects/No and low code_1st Marketing Agent/wiki/_outputs/creative-prompting-template-library.md","recovered","deprecated","4e0efb23a8ae17eee23f6dd027074bf78643e5026ca47beb9e282594596eaac8","4e0efb23a8ae17eee23f6dd027074bf78643e5026ca47beb9e282594596eaac8","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
"projects/No and low code_1st Marketing Agent/wiki/creative-prompting-for-marketing.md","recovered","deprecated","f272dee284f3133cce9395138d25b3733f1407f397e18526bbe38928d081b9cb","20225129c96b5a48f0a99fd5d73676c5fd66c4e15a55e5fea2c29407acab3883","true","passed","unchanged-none-or-file-state","Recovered from verified backup, then boundedly curated for current dependencies, path privacy, register reconciliation, validator compatibility, or clean Markdown."
"projects/No and low code_1st Marketing Agent/wiki/index.md","recovered","active","6eb3ac8a1fbb884f2c7d83b09aea69acf29e0d75b089615561d166a630476ce4","997aac9e52758f4c7fb840b34db8776b0366f919bf9c06caace66b1c63a72faa","true","passed","unchanged-none-or-file-state","Recovered from verified backup, then boundedly curated for current dependencies, path privacy, register reconciliation, validator compatibility, or clean Markdown."
"projects/No and low code_1st Marketing Agent/wiki/log.md","recovered","active","88d2e05c0eeec079b0ccc21f1e844e572f7826e5c7c06baae694b4f2285bf4be","d6c9025998f6cc19304e619aebfb1eb9158f6db70f62ce4d5bb529feaf594de8","true","passed","unchanged-none-or-file-state","Recovered from verified backup, then boundedly curated for current dependencies, path privacy, register reconciliation, validator compatibility, or clean Markdown."
"projects/No and low code_1st Marketing Agent/wiki/sources.md","recovered","active","f291d19623fe616ffd198b197046f2f73ef04d29b5de28ea36a8a343af4c2c4d","c1348c81527426bc220ce77fc5651f3dac4aaba4bf5720d8a4f91060fee199de","true","passed","unchanged-none-or-file-state","Recovered from verified backup, then boundedly curated for current dependencies, path privacy, register reconciliation, validator compatibility, or clean Markdown."
"projects/No and low code_1st Marketing Agent/workflows/contextops-handoff-contract.md","recovered","not-applicable","2c8a889f86e74edc8911225a1b8902bbc68e907b011c63b5fef6d96f90861dfd","03cc49a3b9a15289d14e05af0a6007f35b3ec0dcb9c4a06d4b7968798f1e2398","true","passed","unchanged-none-or-file-state","Recovered from verified backup, then boundedly curated for current dependencies, path privacy, register reconciliation, validator compatibility, or clean Markdown."
"projects/No and low code_1st Marketing Agent/workflows/marketing-agent-runbook.md","recovered","not-applicable","6d31ad2ae46ea635cfe0c578815bee11db2d13c25a6ecddb17955ee030ebe2b2","11a2116a2f2b75409bc50cc8fcf398582e2542826d667fc6c5619328c3fa695f","true","passed","unchanged-none-or-file-state","Recovered from verified backup, then boundedly curated for current dependencies, path privacy, register reconciliation, validator compatibility, or clean Markdown."
"projects/No and low code_1st Marketing Agent/workflows/output-menu.md","recovered","not-applicable","cfb78a2dc880b574d9d4f278a3ddf59b596d0269e50add03060cfd16ada2e3e6","cfb78a2dc880b574d9d4f278a3ddf59b596d0269e50add03060cfd16ada2e3e6","false","passed","unchanged-none-or-file-state","Recovered byte-identically from verified backup."
