"move_id","source_path","target_path","pre_sha256","bytes","component_class","move_mode","expected_post_sha256","approval_basis","cutover_state"
"MCX-011","projects/No and low code_1st Marketing Agent/frameworks/claim-governance/index.md","projects/marketing-contextops/frameworks/claim-governance/index.md","262E658C8CCCD11F0253A17F0931C34120C1CE1E8151EF5FDF49181B80E0F16A","355","framework","byte-identical-move","262E658C8CCCD11F0253A17F0931C34120C1CE1E8151EF5FDF49181B80E0F16A","G1-component-register","planned-not-authorized"
"MCX-012","projects/No and low code_1st Marketing Agent/frameworks/framework-document-standard.md","projects/marketing-contextops/frameworks/framework-document-standard.md","40F2CF0129BE308586B641583FAA52DBB481AC4A7D1B18B39BA460F98AB5E0C4","1644","framework","byte-identical-move","40F2CF0129BE308586B641583FAA52DBB481AC4A7D1B18B39BA460F98AB5E0C4","P2B1R-overlay","planned-not-authorized"
"MCX-013","projects/No and low code_1st Marketing Agent/frameworks/growth-and-planning/d2c-funnel-diagnosis.md","projects/marketing-contextops/frameworks/growth-and-planning/d2c-funnel-diagnosis.md","2BC93D9D9850A870838E6D3A82CA606B0E9F5D6EF248B910F13F0D1BBA043151","2984","framework","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-014","projects/No and low code_1st Marketing Agent/frameworks/growth-and-planning/ecommerce-lifecycle-marketing.md","projects/marketing-contextops/frameworks/growth-and-planning/ecommerce-lifecycle-marketing.md","BC7940407F300548DA2FF96E8A4E54B86095C27DB240B086A356EFD4687A1610","3127","framework","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-015","projects/No and low code_1st Marketing Agent/frameworks/growth-and-planning/growth-loop-analysis.md","projects/marketing-contextops/frameworks/growth-and-planning/growth-loop-analysis.md","A75D14053E3729939A8D9DDE7C5BDEB41227690D09D4061FB926EF626627EC2D","2787","framework","byte-identical-move","A75D14053E3729939A8D9DDE7C5BDEB41227690D09D4061FB926EF626627EC2D","G1-component-register","planned-not-authorized"
"MCX-016","projects/No and low code_1st Marketing Agent/frameworks/growth-and-planning/index.md","projects/marketing-contextops/frameworks/growth-and-planning/index.md","4F101715CCA168F3DCBD9E783A4CEC96CABA88F3493570D90788C73A7C5B3039","1015","framework","byte-identical-move","4F101715CCA168F3DCBD9E783A4CEC96CABA88F3493570D90788C73A7C5B3039","G1-component-register","planned-not-authorized"
"MCX-017","projects/No and low code_1st Marketing Agent/frameworks/growth-and-planning/ogsm-strategy-translation.md","projects/marketing-contextops/frameworks/growth-and-planning/ogsm-strategy-translation.md","CCFEC3424628CDF2A5B7E904AAABAF7DA1535F3AC70F2AB7268A2EE508F76611","2871","framework","byte-identical-move","CCFEC3424628CDF2A5B7E904AAABAF7DA1535F3AC70F2AB7268A2EE508F76611","G1-component-register","planned-not-authorized"
"MCX-018","projects/No and low code_1st Marketing Agent/frameworks/index.md","projects/marketing-contextops/frameworks/index.md","DF298903E8D2D3C7F124793B81D0271EF3837723DF22398871A81FFB71F34DCC","2984","framework","byte-identical-move","8486C14BE6CFFDA06F7198AD15D0BDB781860237D87B3DC02F139F1DCEFFE263","G1-component-register","planned-not-authorized"
"MCX-019","projects/No and low code_1st Marketing Agent/frameworks/journey-and-gtm/campaign-role-architecture.md","projects/marketing-contextops/frameworks/journey-and-gtm/campaign-role-architecture.md","8DD9CDBE16E2C775A18414C8C8C596E5C23B2156562988D779ED3313E1A4801C","2770","framework","byte-identical-move","8DD9CDBE16E2C775A18414C8C8C596E5C23B2156562988D779ED3313E1A4801C","P2B1R-overlay","planned-not-authorized"
"MCX-020","projects/No and low code_1st Marketing Agent/frameworks/journey-and-gtm/index.md","projects/marketing-contextops/frameworks/journey-and-gtm/index.md","E3127B7EB2DDD6A298D7CEDDFE49A81F233319D1609003CF4CBAB6A6EC0A2199","2774","framework","byte-identical-move","D4C200DA7BE23F1743ACB56A5FEAACC697C347BC8F849B1D69A47D4B33457CAF","G1-component-register","planned-not-authorized"
"MCX-021","projects/No and low code_1st Marketing Agent/frameworks/journey-and-gtm/nonlinear-journey-question-proof-map.md","projects/marketing-contextops/frameworks/journey-and-gtm/nonlinear-journey-question-proof-map.md","2A0300D2F0898C840FCDDE1FCD874989FA241765A7A285F54807D8A37CC7E5D2","2944","framework","byte-identical-move","2A0300D2F0898C840FCDDE1FCD874989FA241765A7A285F54807D8A37CC7E5D2","G1-component-register","planned-not-authorized"
"MCX-022","projects/No and low code_1st Marketing Agent/frameworks/journey-and-gtm/sales-enablement-translation.md","projects/marketing-contextops/frameworks/journey-and-gtm/sales-enablement-translation.md","E6F73B22D58A9857FD5F5DECD39518875F94B522C688C7F4B7807B24A7D59D36","2740","framework","byte-identical-move","E6F73B22D58A9857FD5F5DECD39518875F94B522C688C7F4B7807B24A7D59D36","G1-component-register","planned-not-authorized"
"MCX-023","projects/No and low code_1st Marketing Agent/frameworks/market-analysis/index.md","projects/marketing-contextops/frameworks/market-analysis/index.md","158750DDB2584EA5A693AC2898742C816B0A7A89B12BFB76AAA109A1BE2E3450","734","framework","byte-identical-move","158750DDB2584EA5A693AC2898742C816B0A7A89B12BFB76AAA109A1BE2E3450","G1-component-register","planned-not-authorized"
"MCX-024","projects/No and low code_1st Marketing Agent/frameworks/market-analysis/market-boundary-alternative-set-analysis.md","projects/marketing-contextops/frameworks/market-analysis/market-boundary-alternative-set-analysis.md","CC71FCCA6E10086FAE2BCE3A55D28FF64A1291A61AF35036F0E66F14456CC55D","3654","framework","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-025","projects/No and low code_1st Marketing Agent/frameworks/market-analysis/porter-five-forces.md","projects/marketing-contextops/frameworks/market-analysis/porter-five-forces.md","58CD8344B4A2F43F137747580ECDA65536800E2D2414E512EC4025654F6C5455","3340","framework","byte-identical-move","58CD8344B4A2F43F137747580ECDA65536800E2D2414E512EC4025654F6C5455","G1-component-register","planned-not-authorized"
"MCX-026","projects/No and low code_1st Marketing Agent/frameworks/orchestration-and-learning/contextops-stage-contract.md","projects/marketing-contextops/frameworks/orchestration-and-learning/contextops-stage-contract.md","8B748B721116BCD7E075F91D9BDD5AD5DCEED75E6DC5C981F00E5258F3DA0FD6","2586","framework","byte-identical-move","8B748B721116BCD7E075F91D9BDD5AD5DCEED75E6DC5C981F00E5258F3DA0FD6","G1-component-register","planned-not-authorized"
"MCX-027","projects/No and low code_1st Marketing Agent/frameworks/orchestration-and-learning/evidence-led-recursive-learning.md","projects/marketing-contextops/frameworks/orchestration-and-learning/evidence-led-recursive-learning.md","90D09ECF7ED2D73203A14885628899466B2301740C3F75861B0735C0BBB1A17E","2760","framework","move-plus-reviewed-refactor","pending-reviewed-patch","P2B1R-overlay","planned-not-authorized"
"MCX-028","projects/No and low code_1st Marketing Agent/frameworks/orchestration-and-learning/index.md","projects/marketing-contextops/frameworks/orchestration-and-learning/index.md","D2F22612B8EDC85FD8E5263163522F50D675E41A26ADB2D7EDF96DFBC0CE82C8","614","framework","byte-identical-move","D2F22612B8EDC85FD8E5263163522F50D675E41A26ADB2D7EDF96DFBC0CE82C8","G1-component-register","planned-not-authorized"
"MCX-029","projects/No and low code_1st Marketing Agent/frameworks/positioning/competitive-alternative-positioning.md","projects/marketing-contextops/frameworks/positioning/competitive-alternative-positioning.md","81EEC18856B68802BBC14D09B21D2CAC1EA0808E314F5473CE7C3759C8A6DC71","3090","framework","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-030","projects/No and low code_1st Marketing Agent/frameworks/positioning/index.md","projects/marketing-contextops/frameworks/positioning/index.md","E3D04CB158D4AFDBE8335C95CD6E4FBC73566D53D5C549C3728E0C8D9F25F2C8","630","framework","byte-identical-move","E3D04CB158D4AFDBE8335C95CD6E4FBC73566D53D5C549C3728E0C8D9F25F2C8","G1-component-register","planned-not-authorized"
"MCX-031","projects/No and low code_1st Marketing Agent/frameworks/positioning/proof-led-positioning-system.md","projects/marketing-contextops/frameworks/positioning/proof-led-positioning-system.md","ABB7B4FCBF40C8C0697D6CB032C5706A9AB9F51E2A1CB93BC4945B956C2C556C","3070","framework","byte-identical-move","ABB7B4FCBF40C8C0697D6CB032C5706A9AB9F51E2A1CB93BC4945B956C2C556C","G1-component-register","planned-not-authorized"
"MCX-032","projects/No and low code_1st Marketing Agent/frameworks/segmentation/buying-context-segmentation.md","projects/marketing-contextops/frameworks/segmentation/buying-context-segmentation.md","1FC9BB05A4BBEFBAC29FCCA4BED5105A68BB5B010D8349ECA0FBB6085BC78CA2","2898","framework","byte-identical-move","1FC9BB05A4BBEFBAC29FCCA4BED5105A68BB5B010D8349ECA0FBB6085BC78CA2","G1-component-register","planned-not-authorized"
"MCX-033","projects/No and low code_1st Marketing Agent/frameworks/segmentation/category-entry-point-demand-situations.md","projects/marketing-contextops/frameworks/segmentation/category-entry-point-demand-situations.md","263DD54ACC4D91F1A0610D7A233D3BAA8B49164FACB9BAA050ECDED1852BE770","2991","framework","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-034","projects/No and low code_1st Marketing Agent/frameworks/segmentation/hybrid-activation-segmentation.md","projects/marketing-contextops/frameworks/segmentation/hybrid-activation-segmentation.md","5BD0F02EF8953A5B2EEBF5D185ED87451D912B1CFEDF6903CA55F4D31BCE3F38","2736","framework","byte-identical-move","5BD0F02EF8953A5B2EEBF5D185ED87451D912B1CFEDF6903CA55F4D31BCE3F38","G1-component-register","planned-not-authorized"
"MCX-035","projects/No and low code_1st Marketing Agent/frameworks/segmentation/icp-account-tiering.md","projects/marketing-contextops/frameworks/segmentation/icp-account-tiering.md","FF5400F8B733E57504E49B35F76FE85768C6A9FD1AB68B258DB01A28F6750049","2926","framework","byte-identical-move","619E3A67466D858524CC2FF7A5B773854F485CD1EE77DD612336D3A3E595086F","G1-component-register","planned-not-authorized"
"MCX-036","projects/No and low code_1st Marketing Agent/frameworks/segmentation/index.md","projects/marketing-contextops/frameworks/segmentation/index.md","3E166CB7BAF4816C2F52F0FD41BB90201EC1031FCEAA8B218B6F8629E6AFFCBD","1762","framework","byte-identical-move","3E166CB7BAF4816C2F52F0FD41BB90201EC1031FCEAA8B218B6F8629E6AFFCBD","G1-component-register","planned-not-authorized"
"MCX-037","projects/No and low code_1st Marketing Agent/frameworks/segmentation/nested-b2b-segmentation.md","projects/marketing-contextops/frameworks/segmentation/nested-b2b-segmentation.md","BB8B96EC3363BE9AFF90111A6C55BFC0749C42326563D5B21E0A5942F05CE48D","3374","framework","byte-identical-move","BB8B96EC3363BE9AFF90111A6C55BFC0749C42326563D5B21E0A5942F05CE48D","G1-component-register","planned-not-authorized"
"MCX-038","projects/No and low code_1st Marketing Agent/frameworks/segmentation/outcome-driven-segmentation.md","projects/marketing-contextops/frameworks/segmentation/outcome-driven-segmentation.md","65598DE22CC00876448368C23C28869F7F929DCD34E08965DAB2984FEADC6AA3","2964","framework","byte-identical-move","65598DE22CC00876448368C23C28869F7F929DCD34E08965DAB2984FEADC6AA3","G1-component-register","planned-not-authorized"
"MCX-039","projects/No and low code_1st Marketing Agent/frameworks/segmentation/segmentation-basis-selection-stp.md","projects/marketing-contextops/frameworks/segmentation/segmentation-basis-selection-stp.md","37DF821409CA0538A216FBCCF4161925B2E854E825A36680724C32514B8752EA","3431","framework","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-040","projects/No and low code_1st Marketing Agent/skills/audience-understanding/agents/openai.yaml","projects/marketing-contextops/skills/audience-understanding/agents/openai.yaml","902CF35200C87FEBE812BAB4CF4F573759B19B73D20C2B5D08A0D28F1F4136B8","285","skill","byte-identical-move","3B59F82C7E7B923EEF3C0C1E535F79680D8EE37330748BF630803D34CAF26E54","G1-component-register","planned-not-authorized"
"MCX-041","projects/No and low code_1st Marketing Agent/skills/audience-understanding/references/audience-context-packet-template.md","projects/marketing-contextops/skills/audience-understanding/references/audience-context-packet-template.md","6763ED7C8A982EABEAB6A83B097358339319725F0080A8DC5086EB28191325D0","2666","skill","byte-identical-move","6763ED7C8A982EABEAB6A83B097358339319725F0080A8DC5086EB28191325D0","G1-component-register","planned-not-authorized"
"MCX-042","projects/No and low code_1st Marketing Agent/skills/audience-understanding/SKILL.md","projects/marketing-contextops/skills/audience-understanding/SKILL.md","DB1CD78F49F468BC5DA5CB36C1082A62C4A163F974F54FF8F4C5644A363EEE89","6537","skill","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-043","projects/No and low code_1st Marketing Agent/skills/b2b-gtm-mapping/agents/openai.yaml","projects/marketing-contextops/skills/b2b-gtm-mapping/agents/openai.yaml","FFE5A273FDD7AF1B4C269C29CED782FD7936374D10474848ED52645ECA9CBAAD","244","skill","byte-identical-move","53E83DE296903947EE2A6194F754D313D738A3730CDD03CEB65859B23489B0CB","G1-component-register","planned-not-authorized"
"MCX-044","projects/No and low code_1st Marketing Agent/skills/b2b-gtm-mapping/references/campaign-architecture-template.md","projects/marketing-contextops/skills/b2b-gtm-mapping/references/campaign-architecture-template.md","AF352C274628F7FF8FD2486DE123725664D526DC014EC9085E023E805D4AD543","521","skill","byte-identical-move","AF352C274628F7FF8FD2486DE123725664D526DC014EC9085E023E805D4AD543","G1-component-register","planned-not-authorized"
"MCX-045","projects/No and low code_1st Marketing Agent/skills/b2b-gtm-mapping/references/journey-template.md","projects/marketing-contextops/skills/b2b-gtm-mapping/references/journey-template.md","EBFB4E58A29A33EBF7DEB7F944841EF3E26594D4D913D52F0D23A46034174534","579","skill","byte-identical-move","EBFB4E58A29A33EBF7DEB7F944841EF3E26594D4D913D52F0D23A46034174534","G1-component-register","planned-not-authorized"
"MCX-046","projects/No and low code_1st Marketing Agent/skills/b2b-gtm-mapping/references/persona-template.md","projects/marketing-contextops/skills/b2b-gtm-mapping/references/persona-template.md","4E3B77B411125F1E982F9887EFFD0867CDB830BBD4E9F8616CECA97B6B80FDCF","775","skill","byte-identical-move","4E3B77B411125F1E982F9887EFFD0867CDB830BBD4E9F8616CECA97B6B80FDCF","G1-component-register","planned-not-authorized"
"MCX-047","projects/No and low code_1st Marketing Agent/skills/b2b-gtm-mapping/references/sales-enablement-template.md","projects/marketing-contextops/skills/b2b-gtm-mapping/references/sales-enablement-template.md","DFD84AAABF0A8A9F59F9DD2BB276912667F32D9D26583A46FEA05389BAE4E90C","655","skill","byte-identical-move","DFD84AAABF0A8A9F59F9DD2BB276912667F32D9D26583A46FEA05389BAE4E90C","G1-component-register","planned-not-authorized"
"MCX-048","projects/No and low code_1st Marketing Agent/skills/b2b-gtm-mapping/SKILL.md","projects/marketing-contextops/skills/b2b-gtm-mapping/SKILL.md","D26490D349220E09B24A806339AB583B1569CB7689ED6EB8FE58FE6144F593D7","3984","skill","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-049","projects/No and low code_1st Marketing Agent/skills/buying-contexts/agents/openai.yaml","projects/marketing-contextops/skills/buying-contexts/agents/openai.yaml","BD765B0111FC6D59FB5200F283E9BBC0C6275A04DFD0D3158FBC75822A926FE1","206","skill","byte-identical-move","F876094742E584BDEB7E6FD94894F366F2BDCC79BDB0B7BDDB99C1EC0A3692A1","G1-component-register","planned-not-authorized"
"MCX-050","projects/No and low code_1st Marketing Agent/skills/buying-contexts/references/boundary-rules.md","projects/marketing-contextops/skills/buying-contexts/references/boundary-rules.md","E5A10DA1B1501F8E25464F45A2C6B7CEEE32A79BE2D87717FC52EC7626A468B6","1662","skill","byte-identical-move","E5A10DA1B1501F8E25464F45A2C6B7CEEE32A79BE2D87717FC52EC7626A468B6","G1-component-register","planned-not-authorized"
"MCX-051","projects/No and low code_1st Marketing Agent/skills/buying-contexts/references/business-case-adaptations.md","projects/marketing-contextops/skills/buying-contexts/references/business-case-adaptations.md","00AF7C3B5966E2AD460004B82AD256508A668C002127FA40BFD9395B24EFEF15","2849","skill","byte-identical-move","00AF7C3B5966E2AD460004B82AD256508A668C002127FA40BFD9395B24EFEF15","G1-component-register","planned-not-authorized"
"MCX-052","projects/No and low code_1st Marketing Agent/skills/buying-contexts/references/buying-context-packet-template.md","projects/marketing-contextops/skills/buying-contexts/references/buying-context-packet-template.md","46226032964538DDB4B237B2027739B97DC46188F1DCDEC74B96B1B9D13CB29B","2537","skill","byte-identical-move","46226032964538DDB4B237B2027739B97DC46188F1DCDEC74B96B1B9D13CB29B","G1-component-register","planned-not-authorized"
"MCX-053","projects/No and low code_1st Marketing Agent/skills/buying-contexts/SKILL.md","projects/marketing-contextops/skills/buying-contexts/SKILL.md","69C02E2FD31E64F1841379B86EA33AF49C21D07380E246A5986FA606DECF7E4F","5048","skill","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-054","projects/No and low code_1st Marketing Agent/skills/claim-governance/agents/openai.yaml","projects/marketing-contextops/skills/claim-governance/agents/openai.yaml","F366FF06309F40BB7A966E81CCD37789660E7D185CC7D8C2A9AF6FBE7D48B646","205","skill","byte-identical-move","3CE3F8E0B0A55DCE61DB54981B56171C5A8135B746C05A8E3E3FC25B11F09A5D","G1-component-register","planned-not-authorized"
"MCX-055","projects/No and low code_1st Marketing Agent/skills/claim-governance/references/approved-language-template.md","projects/marketing-contextops/skills/claim-governance/references/approved-language-template.md","DBA4EAAB42A156CB1B8F7FEA37C2FF63043C2A266F2EA9144EC53960F376774A","1062","skill","byte-identical-move","DBA4EAAB42A156CB1B8F7FEA37C2FF63043C2A266F2EA9144EC53960F376774A","G1-component-register","planned-not-authorized"
"MCX-056","projects/No and low code_1st Marketing Agent/skills/claim-governance/references/claim-risk-model.md","projects/marketing-contextops/skills/claim-governance/references/claim-risk-model.md","BA0D7D5FAA0DCC2BE5CD385F5C1A86AACE5F378F1D41D9D5CA8082950CC17DD7","1402","skill","byte-identical-move","BA0D7D5FAA0DCC2BE5CD385F5C1A86AACE5F378F1D41D9D5CA8082950CC17DD7","G1-component-register","planned-not-authorized"
"MCX-057","projects/No and low code_1st Marketing Agent/skills/claim-governance/references/regulated-category-caveats.md","projects/marketing-contextops/skills/claim-governance/references/regulated-category-caveats.md","1C25FAE7BC8EC1DFF973A1D65D468F117F297DF5B021FBA6C5C5F7267B2B7992","1163","skill","byte-identical-move","1C25FAE7BC8EC1DFF973A1D65D468F117F297DF5B021FBA6C5C5F7267B2B7992","G1-component-register","planned-not-authorized"
"MCX-058","projects/No and low code_1st Marketing Agent/skills/claim-governance/SKILL.md","projects/marketing-contextops/skills/claim-governance/SKILL.md","ABF7F667607747EA44196D9B05BF328209C0ACB2BF58A3155D9A9E5D53DEC11E","3391","skill","byte-identical-move","ABF7F667607747EA44196D9B05BF328209C0ACB2BF58A3155D9A9E5D53DEC11E","G1-component-register","planned-not-authorized"
"MCX-059","projects/No and low code_1st Marketing Agent/skills/company-evidence-intake/agents/openai.yaml","projects/marketing-contextops/skills/company-evidence-intake/agents/openai.yaml","2187ED747F4C60AE15C44E1BEF387BCC5D8C3B804D993736C923D9B249FA17F6","225","skill","byte-identical-move","F4196336EA7CF8FE071DD8F8B6D5F49EEB60D9841F38F86ED5F9BD2B1A1A15F2","G1-component-register","planned-not-authorized"
"MCX-060","projects/No and low code_1st Marketing Agent/skills/company-evidence-intake/references/evidence-gap-template.md","projects/marketing-contextops/skills/company-evidence-intake/references/evidence-gap-template.md","737E3474807271270DA1C4F60704AEBC2A470CD8007DA9DECB3528999B07DA05","1055","skill","byte-identical-move","737E3474807271270DA1C4F60704AEBC2A470CD8007DA9DECB3528999B07DA05","G1-component-register","planned-not-authorized"
"MCX-061","projects/No and low code_1st Marketing Agent/skills/company-evidence-intake/references/source-summary-template.md","projects/marketing-contextops/skills/company-evidence-intake/references/source-summary-template.md","D864887C75465E201F4825FD11D758603DAE2BAC051930F1F3DA508F0081926C","625","skill","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-062","projects/No and low code_1st Marketing Agent/skills/company-evidence-intake/references/source-taxonomy.md","projects/marketing-contextops/skills/company-evidence-intake/references/source-taxonomy.md","DFBEF67DF4B25C01BE9E0D4333FFA27A3B8BDBB6537AB5EF14E7BC749451987D","1573","skill","byte-identical-move","DFBEF67DF4B25C01BE9E0D4333FFA27A3B8BDBB6537AB5EF14E7BC749451987D","G1-component-register","planned-not-authorized"
"MCX-063","projects/No and low code_1st Marketing Agent/skills/company-evidence-intake/SKILL.md","projects/marketing-contextops/skills/company-evidence-intake/SKILL.md","2C3FF814B9A2E42E7C8A2F31AFEF712C65C0405AF56A57A2AEFAAACB7580CBD2","3283","skill","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-064","projects/No and low code_1st Marketing Agent/skills/company-strategy-orchestrator/agents/openai.yaml","projects/marketing-contextops/skills/company-strategy-orchestrator/agents/openai.yaml","50FFE531234D1E172337964BA9CDAA134E67D766BA90B0840B85962525F3FE16","253","skill","byte-identical-move","B7BB40648874B4441606B3353F9A873C1CBA72A685CE33CDD6CAC6021DDC8C43","G1-component-register","planned-not-authorized"
"MCX-065","projects/No and low code_1st Marketing Agent/skills/company-strategy-orchestrator/references/output-menu.md","projects/marketing-contextops/skills/company-strategy-orchestrator/references/output-menu.md","5F7DB39DC4A88D76BDB06C28D454E5C271BEBD6D06FD1ECDC2F461A0DBB833E4","1656","skill","byte-identical-move","0E9A81907513A46FB8EE991AF67EA172A18FD8D74D2CB240A173CDB179F7CD09","G1-component-register","planned-not-authorized"
"MCX-066","projects/No and low code_1st Marketing Agent/skills/company-strategy-orchestrator/references/risk-classifier.md","projects/marketing-contextops/skills/company-strategy-orchestrator/references/risk-classifier.md","F4A3DB14B36FB8282556C522FA29CB662662A8D5F4176B42A2CB9F8F47D969D0","1483","skill","byte-identical-move","0F5D4C8BD7E47AB24D3CD3C429619961296394173A7A713697EEBE68F2669E33","G1-component-register","planned-not-authorized"
"MCX-067","projects/No and low code_1st Marketing Agent/skills/company-strategy-orchestrator/references/stage-gate.md","projects/marketing-contextops/skills/company-strategy-orchestrator/references/stage-gate.md","09304AD05257CBB42B4E9D6C73F34B5675CB1CA47527974E045350483C2ADC20","4193","skill","byte-identical-move","81F3BDD8597C2CC28C7FDFCBA65DC840666D8C2FFB24D3C7731CBA312B76BCDE","G1-component-register","planned-not-authorized"
"MCX-068","projects/No and low code_1st Marketing Agent/skills/company-strategy-orchestrator/SKILL.md","projects/marketing-contextops/skills/company-strategy-orchestrator/SKILL.md","EC914EAA86488B9AA73E66FFCDD718AB7739BD79F302D85C02418EEC75C8E9EC","5815","skill","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-069","projects/No and low code_1st Marketing Agent/skills/contextops-validator/agents/openai.yaml","projects/marketing-contextops/skills/contextops-validator/agents/openai.yaml","C24AED0F3C6C2B76DFE2EFEDD5C6A098668B24E706209D3DDB1D192490CEBEE1","265","skill","byte-identical-move","2825FE1EE0FE14C0243D2C04BBA67B5D57DEF7A5AF3EC5FD2435F74C26725792","G1-component-register","planned-not-authorized"
"MCX-070","projects/No and low code_1st Marketing Agent/skills/contextops-validator/references/revision-loop.md","projects/marketing-contextops/skills/contextops-validator/references/revision-loop.md","2A214055508DC5CD94D683C137F08F7D1CBFE971EDCEAE77D9EED5AD7164DB0E","2498","skill","byte-identical-move","2A214055508DC5CD94D683C137F08F7D1CBFE971EDCEAE77D9EED5AD7164DB0E","G1-component-register","planned-not-authorized"
